dataset,action_id,epoch,moderator_id,target_user_id,action_type,policy_handle,planID,statusID,message_id
facebook,4076,5,2020,736,takedown,P-takedown,planB,3d7ea8e5ddb288d9,5a37277031b69ba65df5
facebook,4077,12,2043,3403,escalate,P-escalate,planC,8474efcae6319ae4,f57c93c79177cd6343f5
facebook,4078,6,2423,103,takedown,P-takedown,planC,0f6b668bf9c9d1de,f3a138ba4275b7d37078
facebook,4079,4,2492,3258,override,P-override,planA,1a11d4f64cd4121c,24dbfa5921cfd1fb332c
facebook,4080,8,2218,3465,takedown,P-takedown,planB,49b6007c26d9c7c3,f3f7a204db48f2c6ccfe
facebook,4081,4,2078,1548,takedown,P-takedown,planA,1a11d4f64cd4121c,fc0d254b2d7d0ee3bdcf
facebook,4082,5,2220,1546,restrict,P-restrict,planB,3d7ea8e5ddb288d9,98b45be7118c54e2e569
facebook,4083,2,2460,2917,takedown,P-takedown,planB,17bced320353f70f,c8f0acbe41e320905475
facebook,4084,9,2103,1803,takedown,P-takedown,planC,a2c17524f1000642,d31d778fb2c3364a56a0
facebook,4085,3,1938,3643,escalate,P-escalate,planC,6ca48bc823743a7b,ad578598f4aa38ed0cef
facebook,4086,3,2507,1779,override,P-override,planC,6ca48bc823743a7b,fb9404c790240645a999
facebook,4087,11,2172,3838,takedown,P-takedown,planB,195d230130b98480,97fd46fe1ac16545c8fb
facebook,4088,7,2551,3102,restrict,P-restrict,planA,d25a00e131ed5055,7783c6a6f86d8ea1208c
facebook,4089,6,2090,1444,takedown,P-takedown,planC,0f6b668bf9c9d1de,1e2c1b449773e6cde0a0
facebook,4090,6,2363,2373,takedown,P-takedown,planC,0f6b668bf9c9d1de,8c6477ab9e48dec4da7c
facebook,4091,1,2218,491,takedown,P-takedown,planA,f73645e8cf7d0fef,0c9686f3c5b6caffa5d6
facebook,4092,4,1613,3170,takedown,P-takedown,planA,1a11d4f64cd4121c,15f6e8bda4fd20f58d27
facebook,4093,5,1827,1328,takedown,P-takedown,planB,3d7ea8e5ddb288d9,a34f3c7baf1da2c98247
facebook,4094,11,1985,2234,ban,P-ban,planB,195d230130b98480,4324b09342b80b1c7d52
facebook,4095,3,2240,1716,takedown,P-takedown,planC,6ca48bc823743a7b,60b40baca4045e72bd0b
facebook,4096,2,2600,1608,takedown,P-takedown,planB,17bced320353f70f,b2705b874b83910afab0
facebook,4097,3,2370,1838,restrict,P-restrict,planC,6ca48bc823743a7b,7b2bd6d0ddc628efed88
facebook,4098,10,993,1379,ban,P-ban,planA,6d616c2bcc0be5b8,5245109fb94f4ee4e5ec
facebook,4099,5,2468,1061,restrict,P-restrict,planB,3d7ea8e5ddb288d9,4246978b29f819554bec
facebook,4100,7,2257,3708,restrict,P-restrict,planA,d25a00e131ed5055,4bf26efa321da26e67d8
facebook,4101,7,2172,2279,takedown,P-takedown,planA,d25a00e131ed5055,03f439fd8c6b072ef175
facebook,4102,2,2423,1749,takedown,P-takedown,planB,17bced320353f70f,76bd9f9144146deab89a
facebook,4103,1,1835,3308,override,P-override,planA,f73645e8cf7d0fef,f85448224c4fae9e7e8d
facebook,4104,5,2283,513,ban,P-ban,planB,3d7ea8e5ddb288d9,28023e0cdfa3faada33f
facebook,4105,5,2598,1721,ban,P-ban,planB,3d7ea8e5ddb288d9,b3c43b66489b5e542c5a
facebook,4106,4,1938,269,takedown,P-takedown,planA,1a11d4f64cd4121c,7ffd041de2b6a1fe90a0
facebook,4107,7,2118,1963,ban,P-ban,planA,d25a00e131ed5055,48359ef8ca86579aa843
facebook,4108,7,2607,3884,restrict,P-restrict,planA,d25a00e131ed5055,c2535338ba9ca05f9f7a
facebook,4109,1,1431,1279,takedown,P-takedown,planA,f73645e8cf7d0fef,893174061769599163c4
facebook,4110,3,2253,2378,override,P-override,planC,6ca48bc823743a7b,82216dae9cfda70423ac
facebook,4111,10,2324,1734,restrict,P-restrict,planA,6d616c2bcc0be5b8,bf1a4fba27a21eb0f84f
facebook,4112,11,1918,1805,takedown,P-takedown,planB,195d230130b98480,9d8381d3e7dbb3118049
facebook,4113,12,2328,1563,ban,P-ban,planC,8474efcae6319ae4,7b2f6bb1e2e98edbc259
facebook,4114,9,483,2486,ban,P-ban,planC,a2c17524f1000642,139ad60afafa18dd0c6d
facebook,4115,6,1399,2445,takedown,P-takedown,planC,0f6b668bf9c9d1de,835540b331db2fa84d0e
facebook,4116,6,2326,772,takedown,P-takedown,planC,0f6b668bf9c9d1de,691ee0f8265852130f25
facebook,4117,5,2045,2790,override,P-override,planB,3d7ea8e5ddb288d9,5747f1b0f1f9c31d2b4d
facebook,4118,3,1888,1914,restrict,P-restrict,planC,6ca48bc823743a7b,9723fbf8ed598e8accd3
facebook,4119,4,2611,812,override,P-override,planA,1a11d4f64cd4121c,68ec6692d916cff75108
facebook,4120,10,2370,645,takedown,P-takedown,planA,6d616c2bcc0be5b8,bc77d88e02aaa41d6120
facebook,4121,1,2500,2931,takedown,P-takedown,planA,f73645e8cf7d0fef,1e59756a2db74babcf92
facebook,4122,5,2384,2730,takedown,P-takedown,planB,3d7ea8e5ddb288d9,3d31a2bd7c0564197be7
facebook,4123,10,2142,3945,ban,P-ban,planA,6d616c2bcc0be5b8,11f007821c3f7f320a24
facebook,4124,5,1962,3648,override,P-override,planB,3d7ea8e5ddb288d9,1cf70a7f58279397291f
facebook,4125,3,2625,2493,restrict,P-restrict,planC,6ca48bc823743a7b,e11124df7c0367ded6ed
facebook,4126,12,2290,2465,ban,P-ban,planC,8474efcae6319ae4,8dd5d9a8382bf98cbe30
facebook,4127,1,2282,2179,restrict,P-restrict,planA,f73645e8cf7d0fef,be8c0b608c713272fc70
facebook,4128,12,2140,1104,takedown,P-takedown,planC,8474efcae6319ae4,19835ff10050edb57c0e
facebook,4129,7,1612,1744,takedown,P-takedown,planA,d25a00e131ed5055,ad8780b31c5aa5477ce9
facebook,4130,6,2275,3360,escalate,P-escalate,planC,0f6b668bf9c9d1de,b9ece1d00cbccd9e2831
facebook,4131,9,2611,855,ban,P-ban,planC,a2c17524f1000642,5281afb50c8d683111c8
facebook,4132,5,1559,214,ban,P-ban,planB,3d7ea8e5ddb288d9,1b32a530577ac1d12829
facebook,4133,11,1554,1546,restrict,P-restrict,planB,195d230130b98480,fbad5ed713836000300a
facebook,4134,5,2054,1023,takedown,P-takedown,planB,3d7ea8e5ddb288d9,901f6eeb0e6af2d2daba
facebook,4135,4,1718,3615,ban,P-ban,planA,1a11d4f64cd4121c,eb48cd45e2309411e6e0
facebook,4136,12,2108,1461,override,P-override,planC,8474efcae6319ae4,40c09f4326caf8bca173
facebook,4137,11,1554,1263,override,P-override,planB,195d230130b98480,c480d4043505a5191bd1
facebook,4138,3,2118,615,ban,P-ban,planC,6ca48bc823743a7b,3ae7ea02ec467e11093d
facebook,4139,8,2578,3767,ban,P-ban,planB,49b6007c26d9c7c3,42172d81260e88ef6f23
facebook,4140,8,1086,3140,restrict,P-restrict,planB,49b6007c26d9c7c3,c42f94180d4f5a1a01f5
facebook,4141,6,2600,920,takedown,P-takedown,planC,0f6b668bf9c9d1de,66f75d94767d836c195f
facebook,4142,2,1979,1051,ban,P-ban,planB,17bced320353f70f,acea45da41de723eb956
facebook,4143,3,2550,591,override,P-override,planC,6ca48bc823743a7b,574f32ab114330f12260
facebook,4144,9,2468,3782,takedown,P-takedown,planC,a2c17524f1000642,a52e01ab4e350240dfb7
facebook,4145,2,2598,3533,restrict,P-restrict,planB,17bced320353f70f,37059f05aa8c2a4e0a71
facebook,4146,2,2229,3800,restrict,P-restrict,planB,17bced320353f70f,e8429a4d2ba1ff3a9cd3
facebook,4147,7,2408,908,takedown,P-takedown,planA,d25a00e131ed5055,6e94c1a81e6b15613ed9
facebook,4148,8,1184,2843,takedown,P-takedown,planB,49b6007c26d9c7c3,8bfcfb1df5312e48d317
facebook,4149,12,1943,769,restrict,P-restrict,planC,8474efcae6319ae4,2b8fb063f2f82225c2d4
facebook,4150,2,2131,1965,override,P-override,planB,17bced320353f70f,88986108593da9907946
facebook,4151,8,2384,3510,restrict,P-restrict,planB,49b6007c26d9c7c3,0378c9b4c32550a6e2a5
facebook,4152,5,2095,3452,takedown,P-takedown,planB,3d7ea8e5ddb288d9,459c75aa921994894c5f
facebook,4153,1,2276,2832,takedown,P-takedown,planA,f73645e8cf7d0fef,fcad2776291838a6a141
facebook,4154,2,2095,197,ban,P-ban,planB,17bced320353f70f,110ba338f2f1f8195991
facebook,4155,5,2283,3225,takedown,P-takedown,planB,3d7ea8e5ddb288d9,cbe0dac562f4fd6ea274
facebook,4156,5,993,1978,takedown,P-takedown,planB,3d7ea8e5ddb288d9,fd10aa65694459e04a8f
facebook,4157,8,1918,2941,takedown,P-takedown,planB,49b6007c26d9c7c3,1cec9f3c969adc57033b
facebook,4158,1,2354,1629,takedown,P-takedown,planA,f73645e8cf7d0fef,c6a4a03e57791a724ccf
facebook,4159,1,2190,1338,takedown,P-takedown,planA,f73645e8cf7d0fef,255c372e05276f7e655f
facebook,4160,9,2229,2245,takedown,P-takedown,planC,a2c17524f1000642,6ee4e4b007f107a49e80
facebook,4161,1,2005,699,takedown,P-takedown,planA,f73645e8cf7d0fef,b3778ae45f7ae605947f
facebook,4162,3,2410,2905,takedown,P-takedown,planC,6ca48bc823743a7b,94e0ed58354ce3e1b1a3
facebook,4163,11,2590,3418,takedown,P-takedown,planB,195d230130b98480,021699b5b39cb9958421
facebook,4164,11,2615,2876,escalate,P-escalate,planB,195d230130b98480,20ddc67c0d176e863672
facebook,4165,1,2188,1430,restrict,P-restrict,planA,f73645e8cf7d0fef,d1e78ca7c128ac2da05f
facebook,4166,12,2410,3122,takedown,P-takedown,planC,8474efcae6319ae4,3f9160a4ed99ad8d175e
facebook,4167,12,2074,106,takedown,P-takedown,planC,8474efcae6319ae4,0664570ce83b4006b8f6
facebook,4168,12,2087,539,restrict,P-restrict,planC,8474efcae6319ae4,04603b2697fed02a9c9a
facebook,4169,5,2033,719,restrict,P-restrict,planB,3d7ea8e5ddb288d9,5776a681fa3a788a400f
facebook,4170,9,2275,2933,override,P-override,planC,a2c17524f1000642,7aedaaad6cffb5facb03
facebook,4171,11,475,3057,restrict,P-restrict,planB,195d230130b98480,950786bf49e97a9bdc39
facebook,4172,9,2253,2699,ban,P-ban,planC,a2c17524f1000642,09071a7a8c08eb002ded
facebook,4173,2,2282,953,override,P-override,planB,17bced320353f70f,368376eefd7eceaa6528
facebook,4174,10,2549,195,takedown,P-takedown,planA,6d616c2bcc0be5b8,5ae71c6301055499b8e1
facebook,4175,7,475,2503,restrict,P-restrict,planA,d25a00e131ed5055,a4f0d5c86f798035c7e3
facebook,4176,8,1612,1653,restrict,P-restrict,planB,49b6007c26d9c7c3,b8b52b46d9ce400e4a00
facebook,4177,12,2233,3608,takedown,P-takedown,planC,8474efcae6319ae4,38d46136cb9d6f8f22b7
facebook,4178,7,2564,1024,takedown,P-takedown,planA,d25a00e131ed5055,4a955c74224b2085d414
facebook,4179,3,2037,1541,restrict,P-restrict,planC,6ca48bc823743a7b,b3c2eb4836701826865e
facebook,4180,12,2625,2528,ban,P-ban,planC,8474efcae6319ae4,8cb7f765cc33fe4aeea0
facebook,4181,2,2282,2757,restrict,P-restrict,planB,17bced320353f70f,4059b9f068b04e9f4611
facebook,4182,8,1522,427,ban,P-ban,planB,49b6007c26d9c7c3,34db36b980e20c022386
facebook,4183,7,2200,2277,takedown,P-takedown,planA,d25a00e131ed5055,338fc0ecd01a21df0fa9
facebook,4184,9,2526,2963,takedown,P-takedown,planC,a2c17524f1000642,0fe47060cd2902715ea4
facebook,4185,9,2624,425,escalate,P-escalate,planC,a2c17524f1000642,0951c32422ebf466f66e
facebook,4186,6,2331,1138,escalate,P-escalate,planC,0f6b668bf9c9d1de,b458c01773867f66bc2f
facebook,4187,4,1622,2661,restrict,P-restrict,planA,1a11d4f64cd4121c,175ef160bdcd0ec839cd
facebook,4188,10,2037,1669,takedown,P-takedown,planA,6d616c2bcc0be5b8,ba4f90f40efbf7ca35a8
facebook,4189,10,1612,479,takedown,P-takedown,planA,6d616c2bcc0be5b8,d6f02a5ebe4dfb40e5f5
facebook,4190,9,1559,1089,takedown,P-takedown,planC,a2c17524f1000642,b6b297279e65dd7a86d7
facebook,4191,1,2520,3333,takedown,P-takedown,planA,f73645e8cf7d0fef,931fa8e0aee3bfff56a6
facebook,4192,2,2087,2222,restrict,P-restrict,planB,17bced320353f70f,e7da45504e725b26efa5
facebook,4193,2,2040,3686,takedown,P-takedown,planB,17bced320353f70f,57329b326177a04e6de2
facebook,4194,2,2549,2094,takedown,P-takedown,planB,17bced320353f70f,43cdf83dacb39bd0b356
facebook,4195,3,1986,2582,takedown,P-takedown,planC,6ca48bc823743a7b,57e225fbc7ae7344566c
facebook,4196,5,2374,2773,escalate,P-escalate,planB,3d7ea8e5ddb288d9,91fed78156bf884a67f3
facebook,4197,7,2290,3329,escalate,P-escalate,planA,d25a00e131ed5055,badaef880c3b9ef72ee5
facebook,4198,2,2395,2825,ban,P-ban,planB,17bced320353f70f,633f74b23b47ffd96fd1
facebook,4199,10,1352,2805,takedown,P-takedown,planA,6d616c2bcc0be5b8,4492cbad11f91b9a4671
facebook,4200,10,2500,2795,restrict,P-restrict,planA,6d616c2bcc0be5b8,c054f61dcb47cf51b960
facebook,4201,11,2414,1439,ban,P-ban,planB,195d230130b98480,4f5b1a4c97d40645ee43
facebook,4202,7,2282,3970,restrict,P-restrict,planA,d25a00e131ed5055,317368fc5d40cf18ca59
facebook,4203,12,1971,1067,takedown,P-takedown,planC,8474efcae6319ae4,ea9edca4ff5d1ffe7b00
facebook,4204,10,2625,3116,restrict,P-restrict,planA,6d616c2bcc0be5b8,a76fc8b708b4af5fa325
facebook,4205,1,1391,60,ban,P-ban,planA,f73645e8cf7d0fef,9be46bfca6f58c1c7c25
facebook,4206,2,2323,3942,restrict,P-restrict,planB,17bced320353f70f,f6b28fba128241360702
facebook,4207,3,2500,3965,restrict,P-restrict,planC,6ca48bc823743a7b,7cce643d33208e145b5a
facebook,4208,7,2561,2083,restrict,P-restrict,planA,d25a00e131ed5055,06cfd114859793c2427e
facebook,4209,10,1966,2521,takedown,P-takedown,planA,6d616c2bcc0be5b8,c4dc3b1a3da5eeb75e59
facebook,4210,9,2111,276,restrict,P-restrict,planC,a2c17524f1000642,bdd78569166a6ddce795
facebook,4211,9,1917,486,takedown,P-takedown,planC,a2c17524f1000642,77c693b60658c9c70a7a
facebook,4212,12,2460,403,restrict,P-restrict,planC,8474efcae6319ae4,7e2b21974d9528a8a730
facebook,4213,10,1612,1650,takedown,P-takedown,planA,6d616c2bcc0be5b8,e59ffaccdac9a7e17d5b
facebook,4214,8,1184,1135,ban,P-ban,planB,49b6007c26d9c7c3,a79beffaaa9fe387640d
facebook,4215,6,2218,1164,override,P-override,planC,0f6b668bf9c9d1de,abf819ca52d9a2760bd0
facebook,4216,9,2253,611,override,P-override,planC,a2c17524f1000642,daa30b63a5487de28023
facebook,4217,1,1943,3526,override,P-override,planA,f73645e8cf7d0fef,ba4b8f4866ad0afbfb9c
facebook,4218,5,2404,1909,restrict,P-restrict,planB,3d7ea8e5ddb288d9,1887bf4d3d8e7a94c305
facebook,4219,5,2090,3546,override,P-override,planB,3d7ea8e5ddb288d9,9e2f294f0665440bce9f
facebook,4220,11,2526,1987,restrict,P-restrict,planB,195d230130b98480,f4b49030deb6b6ef6bee
facebook,4221,4,2308,2877,escalate,P-escalate,planA,1a11d4f64cd4121c,8267d1bc15fa41df3422
facebook,4222,2,1736,1270,ban,P-ban,planB,17bced320353f70f,d7acfb43c7a2bb936466
facebook,4223,12,2201,671,override,P-override,planC,8474efcae6319ae4,ead8485f9933d36afe90
facebook,4224,12,1918,518,restrict,P-restrict,planC,8474efcae6319ae4,a9be6d8fd417d6b4d1e9
facebook,4225,1,2615,3338,restrict,P-restrict,planA,f73645e8cf7d0fef,70df69169a0f26b3cff7
facebook,4226,12,2118,2310,restrict,P-restrict,planC,8474efcae6319ae4,f3136079b4f34a9b2fd8
facebook,4227,7,2464,3902,restrict,P-restrict,planA,d25a00e131ed5055,0dbb9a9ea9c83532d5da
facebook,4228,8,1086,3289,takedown,P-takedown,planB,49b6007c26d9c7c3,b5e61534f41c648205cb
facebook,4229,3,2561,2769,takedown,P-takedown,planC,6ca48bc823743a7b,a9c3691556dc9c97d98a
facebook,4230,6,2601,987,override,P-override,planC,0f6b668bf9c9d1de,3beb1a344e4ab0f0806f
facebook,4231,7,1352,646,takedown,P-takedown,planA,d25a00e131ed5055,d87f8fd637892a6cc182
facebook,4232,11,2150,211,takedown,P-takedown,planB,195d230130b98480,d5902d505bfca6ab6973
facebook,4233,6,1399,758,override,P-override,planC,0f6b668bf9c9d1de,0ec20c6280ac0348f819
facebook,4234,5,2282,956,ban,P-ban,planB,3d7ea8e5ddb288d9,a880c72dda3a11dd0ea2
facebook,4235,4,1612,2385,takedown,P-takedown,planA,1a11d4f64cd4121c,84f3cf1f0d98f1dfdf2b
facebook,4236,7,2560,2698,escalate,P-escalate,planA,d25a00e131ed5055,b213e80be32547dfc3bd
facebook,4237,2,2229,2481,takedown,P-takedown,planB,17bced320353f70f,f53cb190aaec54d42f4e
facebook,4238,3,2220,1609,restrict,P-restrict,planC,6ca48bc823743a7b,d6b56da518ac990df734
facebook,4239,8,2586,2497,escalate,P-escalate,planB,49b6007c26d9c7c3,5f6ba7512debc2b59310
facebook,4240,2,1551,1673,takedown,P-takedown,planB,17bced320353f70f,b1e6e80c924718785c27
facebook,4241,1,2482,3982,takedown,P-takedown,planA,f73645e8cf7d0fef,01e92103f6792bdad047
facebook,4242,3,2550,2632,override,P-override,planC,6ca48bc823743a7b,5125285a93a4f8187364
facebook,4243,5,2257,64,restrict,P-restrict,planB,3d7ea8e5ddb288d9,7cf4d4126ea807bfe5db
facebook,4244,12,946,2260,escalate,P-escalate,planC,8474efcae6319ae4,52492667570d8c71f832
facebook,4245,12,2290,817,takedown,P-takedown,planC,8474efcae6319ae4,40da84c8242b05e12172
facebook,4246,2,2007,3147,restrict,P-restrict,planB,17bced320353f70f,53c820313ca6065ab830
facebook,4247,10,1979,2353,restrict,P-restrict,planA,6d616c2bcc0be5b8,e28b8d65b40e888dae8e
facebook,4248,4,2282,3186,takedown,P-takedown,planA,1a11d4f64cd4121c,8c4187dca464effc5349
facebook,4249,12,2040,1057,takedown,P-takedown,planC,8474efcae6319ae4,8fdf1eab46b15eae77ea
facebook,4250,4,2289,1769,ban,P-ban,planA,1a11d4f64cd4121c,1c1f40076b1d954ba449
facebook,4251,9,2108,2687,takedown,P-takedown,planC,a2c17524f1000642,56145a9a26ccc5f805e9
facebook,4252,5,2090,1021,takedown,P-takedown,planB,3d7ea8e5ddb288d9,ccf4b289c08845dfba37
facebook,4253,8,1833,378,restrict,P-restrict,planB,49b6007c26d9c7c3,e753b48c867671e8c524
facebook,4254,3,946,3768,escalate,P-escalate,planC,6ca48bc823743a7b,88e4e4da6ef8a1bdf632
facebook,4255,10,2586,40,takedown,P-takedown,planA,6d616c2bcc0be5b8,c75488acb9294cf4e1ab
facebook,4256,4,2088,3540,ban,P-ban,planA,1a11d4f64cd4121c,90383f580efb8fb39dfd
facebook,4257,11,2133,2626,takedown,P-takedown,planB,195d230130b98480,e01552108c3a6d60b5b0
facebook,4258,4,2423,199,ban,P-ban,planA,1a11d4f64cd4121c,5caa6b47fe58d9e77278
facebook,4259,7,1833,3956,restrict,P-restrict,planA,d25a00e131ed5055,0bc259118d4e5f9dbb2f
facebook,4260,11,2369,3274,ban,P-ban,planB,195d230130b98480,85e09682a00ce2125723
facebook,4261,12,2460,2645,override,P-override,planC,8474efcae6319ae4,e06c49ea8f26f0f705fb
facebook,4262,4,2374,2674,takedown,P-takedown,planA,1a11d4f64cd4121c,5d8f25894e72dc581620
facebook,4263,3,1962,2650,ban,P-ban,planC,6ca48bc823743a7b,2070f27d6cc11f8582c8
facebook,4264,3,1471,1880,takedown,P-takedown,planC,6ca48bc823743a7b,922b0c231e5f821b14c1
facebook,4265,7,2543,2960,takedown,P-takedown,planA,d25a00e131ed5055,b8b6026a4779b4cb0075
facebook,4266,5,2220,516,takedown,P-takedown,planB,3d7ea8e5ddb288d9,6a84f7abaa3ba4e6de6e
facebook,4267,11,2520,2147,escalate,P-escalate,planB,195d230130b98480,ff65a8a9cf77b2b104f5
facebook,4268,9,2081,2809,escalate,P-escalate,planC,a2c17524f1000642,0aa8686620a173603561
facebook,4269,6,2559,888,override,P-override,planC,0f6b668bf9c9d1de,75ba44fa401f1b0ddac7
facebook,4270,3,2073,2722,ban,P-ban,planC,6ca48bc823743a7b,031d78861f5f06b04dc5
facebook,4271,3,2324,2872,takedown,P-takedown,planC,6ca48bc823743a7b,6817ea2bae8d1589008d
facebook,4272,10,2560,835,takedown,P-takedown,planA,6d616c2bcc0be5b8,5193d639850487d79c14
facebook,4273,12,1376,2320,takedown,P-takedown,planC,8474efcae6319ae4,20727426087b3f226e59
facebook,4274,10,2354,2479,ban,P-ban,planA,6d616c2bcc0be5b8,135a1593ad03c6916c82
facebook,4275,3,2553,592,takedown,P-takedown,planC,6ca48bc823743a7b,47f4ce2a06b1e6177548
facebook,4276,2,428,3305,takedown,P-takedown,planB,17bced320353f70f,601cb06d24ccaa1b6c29
facebook,4277,9,2229,1586,restrict,P-restrict,planC,a2c17524f1000642,50c67e2a99561595ea80
facebook,4278,3,2598,1340,ban,P-ban,planC,6ca48bc823743a7b,c35c1988bc45588f3a16
facebook,4279,3,1833,1174,escalate,P-escalate,planC,6ca48bc823743a7b,5b7f79ff118cf1c012fd
facebook,4280,2,1184,3785,takedown,P-takedown,planB,17bced320353f70f,417f0fea391c906ea717
facebook,4281,5,2578,2731,escalate,P-escalate,planB,3d7ea8e5ddb288d9,a57337b5e6a57965a38d
facebook,4282,3,1984,612,takedown,P-takedown,planC,6ca48bc823743a7b,7801bf050046dbb0e171
facebook,4283,2,2184,2175,takedown,P-takedown,planB,17bced320353f70f,6a7824c4976000bdc229
facebook,4284,5,1559,3067,takedown,P-takedown,planB,3d7ea8e5ddb288d9,aa08b09c4fa66ab32842
facebook,4285,9,2324,3952,override,P-override,planC,a2c17524f1000642,af6632cacaa79522ba85
facebook,4286,9,2423,1210,takedown,P-takedown,planC,a2c17524f1000642,9e0ad5e5962a343098d2
facebook,4287,2,2064,186,ban,P-ban,planB,17bced320353f70f,3443ea41836e64c1fc3b
facebook,4288,1,2275,3228,escalate,P-escalate,planA,f73645e8cf7d0fef,30474034694c9d74cf38
facebook,4289,3,1431,3420,ban,P-ban,planC,6ca48bc823743a7b,cfb605bbc4c4095cd691
facebook,4290,4,1559,296,override,P-override,planA,1a11d4f64cd4121c,537c4cf39f9215c67c1e
facebook,4291,4,1663,2588,ban,P-ban,planA,1a11d4f64cd4121c,ffd4652967aefbddb07d
facebook,4292,1,2630,4027,takedown,P-takedown,planA,f73645e8cf7d0fef,00909555ea056fa092df
facebook,4293,3,1610,2314,restrict,P-restrict,planC,6ca48bc823743a7b,b67b7f5deb74aaaf6e84
facebook,4294,10,2131,3019,takedown,P-takedown,planA,6d616c2bcc0be5b8,9aa03d115a1b8d89f665
facebook,4295,3,2602,2228,takedown,P-takedown,planC,6ca48bc823743a7b,4ec048a9f2875f097389
facebook,4296,11,2408,924,takedown,P-takedown,planB,195d230130b98480,9195306661e56cadcf3d
facebook,4297,10,2229,2915,takedown,P-takedown,planA,6d616c2bcc0be5b8,49a4d4a36958d3ce5b59
facebook,4298,1,1471,660,ban,P-ban,planA,f73645e8cf7d0fef,5723c479ac8e94dbd7ae
facebook,4299,5,1613,1381,takedown,P-takedown,planB,3d7ea8e5ddb288d9,92633e18a024c7d81312
facebook,4300,2,1746,2708,ban,P-ban,planB,17bced320353f70f,cba4385dff839e00a4bb
facebook,4301,2,2201,3812,takedown,P-takedown,planB,17bced320353f70f,035c37068fff11d55c10
facebook,4302,3,1962,981,ban,P-ban,planC,6ca48bc823743a7b,ce602ee224e3c77adf10
facebook,4303,11,2363,2162,override,P-override,planB,195d230130b98480,f7d3db595eb4170dc3c5
facebook,4304,9,2602,522,override,P-override,planC,a2c17524f1000642,c98aee326446cdb40760
facebook,4305,6,2139,51,restrict,P-restrict,planC,0f6b668bf9c9d1de,f24eeafbb344a4c49ea8
facebook,4306,1,2308,131,takedown,P-takedown,planA,f73645e8cf7d0fef,75f5dce97d58b8d1ecd2
facebook,4307,3,2257,3216,takedown,P-takedown,planC,6ca48bc823743a7b,59fc52485ee81d53d7db
facebook,4308,7,1827,3991,takedown,P-takedown,planA,d25a00e131ed5055,eba0170f447171644363
facebook,4309,9,2081,535,restrict,P-restrict,planC,a2c17524f1000642,c8c27a79493de0490120
facebook,4310,11,2590,1029,ban,P-ban,planB,195d230130b98480,0ef54c94a173ac0224e0
facebook,4311,1,1835,3352,ban,P-ban,planA,f73645e8cf7d0fef,e3dfc4da27b1ffa08200
facebook,4312,8,2374,3049,override,P-override,planB,49b6007c26d9c7c3,313e4e8496c13bc50de4
facebook,4313,3,2520,3556,takedown,P-takedown,planC,6ca48bc823743a7b,3b179a3dfaa62a6e9a54
facebook,4314,6,2624,797,takedown,P-takedown,planC,0f6b668bf9c9d1de,46830eda504460ecfae5
facebook,4315,1,2124,3291,override,P-override,planA,f73645e8cf7d0fef,226f239ab47ce00fb196
facebook,4316,5,2381,2595,takedown,P-takedown,planB,3d7ea8e5ddb288d9,b4902614c3591e9eaab4
facebook,4317,1,475,3749,restrict,P-restrict,planA,f73645e8cf7d0fef,400547b76965d5efbd0b
facebook,4318,4,2624,2115,takedown,P-takedown,planA,1a11d4f64cd4121c,341eb60cf871820741c0
facebook,4319,9,2395,1609,restrict,P-restrict,planC,a2c17524f1000642,d888330dc173070955cf
facebook,4320,5,2601,411,takedown,P-takedown,planB,3d7ea8e5ddb288d9,3e86397796feaca9e8d8
facebook,4321,5,1938,823,restrict,P-restrict,planB,3d7ea8e5ddb288d9,850b7cc18761db824f43
facebook,4322,4,1377,1063,restrict,P-restrict,planA,1a11d4f64cd4121c,27484d8efc96af10ca5f
facebook,4323,12,1554,1953,takedown,P-takedown,planC,8474efcae6319ae4,627298ec5bfe1e24bcb8
facebook,4324,11,1621,392,override,P-override,planB,195d230130b98480,011ed73cbc7aac093218
facebook,4325,9,2526,1538,override,P-override,planC,a2c17524f1000642,1fcee5a55b991e87f1fa
facebook,4326,3,2323,852,ban,P-ban,planC,6ca48bc823743a7b,2fcc0b53d4f4a2dc874c
facebook,4327,10,2354,3151,escalate,P-escalate,planA,6d616c2bcc0be5b8,9aa303a34f8ff5325269
facebook,4328,1,2103,3897,override,P-override,planA,f73645e8cf7d0fef,933843917591dc7f3e74
facebook,4329,4,2410,2235,takedown,P-takedown,planA,1a11d4f64cd4121c,9e10b8f862bbe94df85e
facebook,4330,11,2601,3273,takedown,P-takedown,planB,195d230130b98480,efe2b2eda9667163340e
facebook,4331,12,1833,568,escalate,P-escalate,planC,8474efcae6319ae4,9c8a9d25d515951f216f
facebook,4332,2,1367,3510,ban,P-ban,planB,17bced320353f70f,37bf1f66310f2a570af4
facebook,4333,5,1966,570,takedown,P-takedown,planB,3d7ea8e5ddb288d9,2f9d77ae1a8aff3bc1bc
facebook,4334,12,2423,828,override,P-override,planC,8474efcae6319ae4,3f88781f7d8f163a292b
facebook,4335,7,2340,2645,takedown,P-takedown,planA,d25a00e131ed5055,1b4a8e4e5cca4af44322
facebook,4336,11,2404,2692,ban,P-ban,planB,195d230130b98480,1fd0630a5650c70724d5
facebook,4337,10,2559,3020,escalate,P-escalate,planA,6d616c2bcc0be5b8,b6fc5cf0c50014f0ae77
