dataset,user_id,role,region_bucket,tenure_bucket,device_bucket,ticket_bucket,activity_bucket,degree,attr_sig,edu_feat,work_feat,loc_feat,lang_feat,other_feat,edu_bucket,work_bucket,loc_bucket,lang_bucket
facebook,3073,user,SA,senior,api,T14,very_high,122,user|SA|senior|api|T14|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,3374,user,ME,mid,web,T08,mid,30,user|ME|mid|web|T08|mid|low|low,5,0,0,0,1,low,low,low,low
facebook,2964,user,OC,veteran,web,T06,mid,34,user|OC|veteran|web|T06|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2715,user,EU,veteran,api,T13,high,62,user|EU|veteran|api|T13|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2865,user,OC,mid,api,T11,high,76,user|OC|mid|api|T11|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2748,user,LATAM,senior,api,T12,very_high,148,user|LATAM|senior|api|T12|very_high|mid|low,6,0,1,1,1,mid,low,mid,mid
facebook,3215,user,AF,veteran,mobile,T10,mid,48,user|AF|veteran|mobile|T10|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2978,user,LATAM,veteran,web,T02,mid,48,user|LATAM|veteran|web|T02|mid|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,3430,user,SA,new,mobile,T08,mid,40,user|SA|new|mobile|T08|mid|low|mid,4,2,1,0,2,low,mid,mid,low
facebook,3077,user,APAC,veteran,web,T12,high,108,user|APAC|veteran|web|T12|high|mid|high,6,7,1,0,2,mid,high,mid,low
facebook,2968,user,AF,veteran,api,T14,mid,24,user|AF|veteran|api|T14|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3167,user,LATAM,mid,mobile,T10,mid,32,user|LATAM|mid|mobile|T10|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3040,user,LATAM,new,mobile,T18,high,100,user|LATAM|new|mobile|T18|high|low|high,3,5,0,0,1,low,high,low,low
facebook,2918,user,ME,senior,web,T13,mid,38,user|ME|senior|web|T13|mid|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,2890,user,OC,mid,web,T06,very_high,174,user|OC|mid|web|T06|very_high|mid|low,6,0,1,1,1,mid,low,mid,mid
facebook,2892,user,EU,mid,api,T18,high,56,user|EU|mid|api|T18|high|low|mid,5,1,1,0,1,low,mid,mid,low
facebook,3074,user,ME,senior,api,T15,low,10,user|ME|senior|api|T15|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3127,user,OC,veteran,mobile,T03,low,10,user|OC|veteran|mobile|T03|low|low|low,0,0,0,0,2,low,low,low,low
facebook,3289,user,APAC,mid,web,T15,mid,36,user|APAC|mid|web|T15|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,2955,user,OC,senior,web,T06,high,86,user|OC|senior|web|T06|high|mid|low,8,0,0,0,2,mid,low,low,low
facebook,2813,user,AF,veteran,api,T18,high,52,user|AF|veteran|api|T18|high|mid|high,8,6,0,2,1,mid,high,low,mid
facebook,2827,user,APAC,veteran,mobile,T10,very_high,148,user|APAC|veteran|mobile|T10|very_high|low|mid,5,1,1,0,2,low,mid,mid,low
facebook,3118,user,APAC,veteran,web,T14,high,86,user|APAC|veteran|web|T14|high|low|low,0,0,0,0,1,low,low,low,low
facebook,3019,user,AF,veteran,web,T05,very_high,138,user|AF|veteran|web|T05|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,3380,user,APAC,new,mobile,T08,mid,40,user|APAC|new|mobile|T08|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2780,user,NA,senior,mobile,T04,very_high,116,user|NA|senior|mobile|T04|very_high|low|low,5,0,1,0,2,low,low,mid,low
facebook,3262,user,EU,new,api,T10,mid,46,user|EU|new|api|T10|mid|low|low,4,0,0,0,2,low,low,low,low
facebook,2772,user,NA,mid,web,T07,high,66,user|NA|mid|web|T07|high|low|low,0,0,0,1,1,low,low,low,mid
facebook,2835,user,AF,senior,mobile,T05,high,86,user|AF|senior|mobile|T05|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2763,user,APAC,veteran,web,T19,very_high,124,user|APAC|veteran|web|T19|very_high|mid|low,6,0,0,0,2,mid,low,low,low
facebook,2662,user,OC,new,mobile,T01,high,72,user|OC|new|mobile|T01|high|low|low,5,0,0,0,2,low,low,low,low
facebook,3206,user,SA,mid,api,T05,high,100,user|SA|mid|api|T05|high|mid|low,6,0,1,0,1,mid,low,mid,low
facebook,3176,user,NA,veteran,mobile,T11,high,52,user|NA|veteran|mobile|T11|high|low|mid,5,1,1,0,1,low,mid,mid,low
facebook,3201,user,OC,new,mobile,T01,very_high,182,user|OC|new|mobile|T01|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,3114,user,EU,mid,web,T11,high,90,user|EU|mid|web|T11|high|low|low,5,0,0,0,1,low,low,low,low
facebook,2726,user,APAC,new,mobile,T16,mid,32,user|APAC|new|mobile|T16|mid|low|low,2,0,1,0,1,low,low,mid,low
facebook,2953,user,SA,senior,web,T10,high,66,user|SA|senior|web|T10|high|low|low,4,0,1,0,1,low,low,mid,low
facebook,3330,user,SA,mid,mobile,T02,very_high,184,user|SA|mid|mobile|T02|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,3137,user,APAC,new,api,T13,high,96,user|APAC|new|api|T13|high|low|low,0,0,0,0,3,low,low,low,low
facebook,3328,user,AF,senior,api,T06,mid,34,user|AF|senior|api|T06|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3144,user,AF,new,web,T05,mid,30,user|AF|new|web|T05|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3369,user,EU,senior,web,T05,high,84,user|EU|senior|web|T05|high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,3079,user,APAC,veteran,api,T19,high,76,user|APAC|veteran|api|T19|high|mid|mid,7,4,0,0,1,mid,mid,low,low
facebook,2719,user,APAC,senior,api,T06,very_high,198,user|APAC|senior|api|T06|very_high|mid|low,7,0,1,0,2,mid,low,mid,low
facebook,3403,user,LATAM,veteran,api,T07,high,102,user|LATAM|veteran|api|T07|high|mid|low,8,0,1,0,2,mid,low,mid,low
facebook,3044,user,OC,senior,web,T19,low,10,user|OC|senior|web|T19|low|low|mid,4,2,1,1,3,low,mid,mid,mid
facebook,3273,user,ME,new,web,T16,mid,50,user|ME|new|web|T16|mid|mid|low,7,0,0,0,1,mid,low,low,low
facebook,2728,user,OC,mid,mobile,T06,high,74,user|OC|mid|mobile|T06|high|low|low,4,0,0,0,1,low,low,low,low
facebook,2864,user,ME,mid,api,T14,very_high,148,user|ME|mid|api|T14|very_high|mid|low,8,0,0,0,2,mid,low,low,low
facebook,3387,user,LATAM,new,web,T00,very_high,192,user|LATAM|new|web|T00|very_high|low|low,2,0,1,0,2,low,low,mid,low
facebook,3237,user,ME,mid,web,T10,high,54,user|ME|mid|web|T10|high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,3014,user,OC,senior,mobile,T16,high,84,user|OC|senior|mobile|T16|high|low|low,4,0,1,0,1,low,low,mid,low
facebook,3219,user,OC,mid,web,T08,high,76,user|OC|mid|web|T08|high|low|mid,5,3,0,0,1,low,mid,low,low
facebook,3076,user,LATAM,senior,mobile,T00,very_high,170,user|LATAM|senior|mobile|T00|very_high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,2720,user,ME,senior,api,T00,high,96,user|ME|senior|api|T00|high|mid|high,6,11,1,0,1,mid,high,mid,low
facebook,3344,user,OC,mid,web,T07,very_high,150,user|OC|mid|web|T07|very_high|mid|mid,6,4,1,0,1,mid,mid,mid,low
facebook,3348,user,SA,senior,web,T08,very_high,166,user|SA|senior|web|T08|very_high|low|low,2,0,1,2,1,low,low,mid,mid
facebook,2741,user,ME,new,web,T04,high,112,user|ME|new|web|T04|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2839,user,EU,new,web,T13,very_high,272,user|EU|new|web|T13|very_high|low|low,4,0,1,0,1,low,low,mid,low
facebook,2810,user,ME,mid,web,T06,high,114,user|ME|mid|web|T06|high|mid|low,7,0,1,0,2,mid,low,mid,low
facebook,2911,user,APAC,senior,api,T05,very_high,136,user|APAC|senior|api|T05|very_high|low|mid,1,4,1,0,1,low,mid,mid,low
facebook,3414,user,SA,new,mobile,T15,mid,34,user|SA|new|mobile|T15|mid|low|low,5,0,1,0,1,low,low,mid,low
facebook,3259,user,AF,new,web,T08,high,60,user|AF|new|web|T08|high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,3189,user,LATAM,mid,web,T09,mid,36,user|LATAM|mid|web|T09|mid|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2745,user,NA,mid,web,T15,high,64,user|NA|mid|web|T15|high|low|low,0,0,0,0,2,low,low,low,low
facebook,2853,user,OC,new,mobile,T16,very_high,122,user|OC|new|mobile|T16|very_high|low|mid,4,1,1,0,2,low,mid,mid,low
facebook,3158,user,SA,mid,web,T07,high,102,user|SA|mid|web|T07|high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,3123,user,SA,new,api,T13,high,64,user|SA|new|api|T13|high|low|low,2,0,1,0,1,low,low,mid,low
facebook,3295,user,AF,new,mobile,T17,high,90,user|AF|new|mobile|T17|high|low|low,0,0,0,0,2,low,low,low,low
facebook,3001,user,AF,new,api,T08,high,68,user|AF|new|api|T08|high|mid|mid,8,4,0,1,2,mid,mid,low,mid
facebook,3075,user,SA,mid,mobile,T00,mid,44,user|SA|mid|mobile|T00|mid|mid|low,6,0,0,0,2,mid,low,low,low
facebook,2921,user,NA,mid,api,T02,high,78,user|NA|mid|api|T02|high|low|low,5,0,1,0,1,low,low,mid,low
facebook,2820,user,ME,senior,mobile,T18,mid,28,user|ME|senior|mobile|T18|mid|low|low,3,0,0,0,2,low,low,low,low
facebook,2896,user,SA,senior,mobile,T05,high,98,user|SA|senior|mobile|T05|high|mid|mid,6,3,0,0,1,mid,mid,low,low
facebook,2988,user,OC,mid,web,T07,very_high,124,user|OC|mid|web|T07|very_high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,2873,user,SA,veteran,api,T02,very_high,144,user|SA|veteran|api|T02|very_high|low|mid,5,2,1,2,1,low,mid,mid,mid
facebook,2702,user,ME,veteran,api,T05,mid,46,user|ME|veteran|api|T05|mid|low|low,5,0,1,0,1,low,low,mid,low
facebook,2874,user,LATAM,veteran,api,T04,high,92,user|LATAM|veteran|api|T04|high|low|mid,5,3,1,0,1,low,mid,mid,low
facebook,3013,user,OC,new,api,T17,mid,46,user|OC|new|api|T17|mid|low|mid,5,1,1,0,1,low,mid,mid,low
facebook,2687,user,APAC,new,api,T09,mid,40,user|APAC|new|api|T09|mid|low|mid,3,1,0,0,1,low,mid,low,low
facebook,3099,user,NA,mid,mobile,T16,low,18,user|NA|mid|mobile|T16|low|mid|low,7,0,0,0,1,mid,low,low,low
facebook,3242,user,NA,new,api,T03,mid,28,user|NA|new|api|T03|mid|low|mid,4,1,0,0,2,low,mid,low,low
facebook,3138,user,ME,veteran,web,T16,mid,36,user|ME|veteran|web|T16|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3162,user,OC,mid,api,T00,high,112,user|OC|mid|api|T00|high|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,2923,user,EU,mid,mobile,T11,mid,30,user|EU|mid|mobile|T11|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2677,user,OC,new,api,T02,mid,28,user|OC|new|api|T02|mid|low|mid,5,4,1,3,1,low,mid,mid,high
facebook,3379,user,ME,mid,web,T13,mid,48,user|ME|mid|web|T13|mid|mid|low,7,0,0,0,1,mid,low,low,low
facebook,2759,user,OC,new,api,T12,mid,42,user|OC|new|api|T12|mid|low|low,4,0,0,0,2,low,low,low,low
facebook,3278,user,OC,mid,api,T15,mid,36,user|OC|mid|api|T15|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2851,user,EU,senior,web,T02,mid,42,user|EU|senior|web|T02|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2938,user,LATAM,veteran,api,T04,mid,38,user|LATAM|veteran|api|T04|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,3113,user,NA,senior,mobile,T03,very_high,134,user|NA|senior|mobile|T03|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,3378,user,NA,veteran,mobile,T02,very_high,118,user|NA|veteran|mobile|T02|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,2866,user,SA,new,web,T10,very_high,154,user|SA|new|web|T10|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,2760,user,AF,senior,web,T08,low,20,user|AF|senior|web|T08|low|low|mid,4,2,0,0,1,low,mid,low,low
facebook,2790,user,LATAM,new,mobile,T09,low,16,user|LATAM|new|mobile|T09|low|low|low,0,0,0,0,1,low,low,low,low
facebook,2867,user,OC,mid,mobile,T03,very_high,158,user|OC|mid|mobile|T03|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,2834,user,APAC,veteran,api,T02,low,16,user|APAC|veteran|api|T02|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3423,user,AF,senior,api,T03,mid,30,user|AF|senior|api|T03|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2891,user,APAC,senior,mobile,T12,mid,42,user|APAC|senior|mobile|T12|mid|mid|mid,7,4,0,0,1,mid,mid,low,low
facebook,2870,user,SA,veteran,api,T16,mid,42,user|SA|veteran|api|T16|mid|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,3246,user,ME,veteran,mobile,T06,mid,26,user|ME|veteran|mobile|T06|mid|low|low,3,0,1,0,1,low,low,mid,low
facebook,2912,user,OC,senior,web,T10,very_high,120,user|OC|senior|web|T10|very_high|mid|mid,6,3,1,0,1,mid,mid,mid,low
facebook,2956,user,NA,mid,mobile,T01,very_high,190,user|NA|mid|mobile|T01|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,3241,user,OC,mid,mobile,T05,mid,36,user|OC|mid|mobile|T05|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,3363,user,APAC,senior,web,T03,very_high,260,user|APAC|senior|web|T03|very_high|mid|low,7,0,1,0,2,mid,low,mid,low
facebook,3315,user,APAC,senior,web,T08,mid,26,user|APAC|senior|web|T08|mid|mid|low,6,0,1,0,1,mid,low,mid,low
facebook,3017,user,LATAM,senior,api,T14,very_high,138,user|LATAM|senior|api|T14|very_high|low|low,2,0,1,0,2,low,low,mid,low
facebook,3172,user,SA,new,web,T05,very_high,142,user|SA|new|web|T05|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,3112,user,APAC,veteran,web,T10,low,22,user|APAC|veteran|web|T10|low|low|low,4,0,0,0,1,low,low,low,low
facebook,2883,user,SA,mid,web,T08,mid,28,user|SA|mid|web|T08|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,2669,user,ME,veteran,api,T12,very_high,192,user|ME|veteran|api|T12|very_high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,2831,user,NA,senior,web,T08,mid,34,user|NA|senior|web|T08|mid|low|low,5,0,1,0,1,low,low,mid,low
facebook,3326,user,ME,new,web,T00,mid,30,user|ME|new|web|T00|mid|low|mid,3,2,1,0,1,low,mid,mid,low
facebook,2781,user,OC,veteran,mobile,T09,very_high,130,user|OC|veteran|mobile|T09|very_high|low|mid,4,1,1,3,0,low,mid,mid,high
facebook,3129,user,ME,senior,api,T12,high,68,user|ME|senior|api|T12|high|low|low,4,0,1,0,1,low,low,mid,low
facebook,3362,user,LATAM,senior,mobile,T16,very_high,148,user|LATAM|senior|mobile|T16|very_high|low|low,3,0,0,0,1,low,low,low,low
facebook,3223,user,EU,mid,api,T14,mid,44,user|EU|mid|api|T14|mid|low|low,5,0,1,0,2,low,low,mid,low
facebook,2996,user,ME,new,mobile,T15,high,76,user|ME|new|mobile|T15|high|low|low,4,0,0,0,0,low,low,low,low
facebook,3341,user,APAC,senior,api,T05,high,60,user|APAC|senior|api|T05|high|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2997,user,NA,new,api,T06,mid,26,user|NA|new|api|T06|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2933,user,AF,veteran,web,T04,mid,26,user|AF|veteran|web|T04|mid|low|high,5,6,0,0,2,low,high,low,low
facebook,2973,user,AF,new,api,T08,very_high,144,user|AF|new|api|T08|very_high|mid|mid,7,2,0,0,1,mid,mid,low,low
facebook,3212,user,NA,mid,web,T10,high,68,user|NA|mid|web|T10|high|low|mid,3,1,1,0,2,low,mid,mid,low
facebook,2950,user,APAC,mid,web,T10,high,94,user|APAC|mid|web|T10|high|low|low,0,0,0,0,1,low,low,low,low
facebook,3111,user,ME,mid,web,T03,high,102,user|ME|mid|web|T03|high|low|low,0,0,0,0,2,low,low,low,low
facebook,3218,user,EU,veteran,web,T12,low,16,user|EU|veteran|web|T12|low|low|low,0,0,0,0,2,low,low,low,low
facebook,3053,user,AF,veteran,api,T06,low,18,user|AF|veteran|api|T06|low|low|low,0,0,0,2,2,low,low,low,mid
facebook,2758,user,NA,veteran,mobile,T19,high,90,user|NA|veteran|mobile|T19|high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,2672,user,SA,new,mobile,T09,high,72,user|SA|new|mobile|T09|high|low|low,5,0,0,0,2,low,low,low,low
facebook,3261,user,NA,mid,mobile,T14,high,106,user|NA|mid|mobile|T14|high|low|mid,5,1,0,0,1,low,mid,low,low
facebook,3318,user,AF,veteran,mobile,T14,mid,38,user|AF|veteran|mobile|T14|mid|low|low,4,0,0,0,1,low,low,low,low
facebook,2700,user,APAC,veteran,api,T15,mid,28,user|APAC|veteran|api|T15|mid|mid|low,6,0,0,0,1,mid,low,low,low
facebook,3100,user,OC,veteran,web,T06,high,66,user|OC|veteran|web|T06|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2815,user,ME,mid,mobile,T17,high,112,user|ME|mid|mobile|T17|high|low|low,3,0,0,0,0,low,low,low,low
facebook,3266,user,LATAM,mid,mobile,T04,low,14,user|LATAM|mid|mobile|T04|low|low|low,5,0,0,0,1,low,low,low,low
facebook,3398,user,OC,senior,mobile,T09,low,14,user|OC|senior|mobile|T09|low|mid|mid,6,3,1,0,1,mid,mid,mid,low
facebook,3435,user,APAC,mid,web,T17,high,96,user|APAC|mid|web|T17|high|low|low,3,0,1,0,2,low,low,mid,low
facebook,3222,user,OC,veteran,api,T15,mid,28,user|OC|veteran|api|T15|mid|mid|high,6,10,0,0,1,mid,high,low,low
facebook,2751,user,APAC,senior,api,T14,high,68,user|APAC|senior|api|T14|high|low|mid,3,3,1,0,1,low,mid,mid,low
facebook,3192,user,ME,veteran,web,T14,mid,30,user|ME|veteran|web|T14|mid|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,3422,user,NA,new,api,T08,high,78,user|NA|new|api|T08|high|mid|mid,9,1,1,2,1,mid,mid,mid,mid
facebook,3069,user,EU,veteran,mobile,T17,mid,30,user|EU|veteran|mobile|T17|mid|low|low,5,0,1,0,1,low,low,mid,low
facebook,3258,user,AF,new,api,T02,high,92,user|AF|new|api|T02|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2937,user,AF,veteran,mobile,T03,very_high,124,user|AF|veteran|mobile|T03|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,2733,user,EU,veteran,web,T08,mid,46,user|EU|veteran|web|T08|mid|low|low,5,0,0,0,2,low,low,low,low
facebook,2696,user,SA,new,web,T11,mid,36,user|SA|new|web|T11|mid|low|low,2,0,1,0,1,low,low,mid,low
facebook,2830,user,ME,senior,api,T16,mid,42,user|ME|senior|api|T16|mid|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,3154,user,LATAM,senior,api,T05,very_high,180,user|LATAM|senior|api|T05|very_high|low|low,5,0,1,0,2,low,low,mid,low
facebook,2753,user,APAC,senior,web,T11,high,102,user|APAC|senior|web|T11|high|mid|low,6,0,0,0,3,mid,low,low,low
facebook,2796,user,APAC,senior,mobile,T10,very_high,118,user|APAC|senior|mobile|T10|very_high|low|low,2,0,1,0,3,low,low,mid,low
facebook,2931,user,LATAM,veteran,api,T17,high,104,user|LATAM|veteran|api|T17|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2682,user,EU,new,web,T03,mid,30,user|EU|new|web|T03|mid|low|mid,4,2,0,0,1,low,mid,low,low
facebook,3313,user,LATAM,senior,web,T13,high,62,user|LATAM|senior|web|T13|high|mid|high,7,8,1,2,2,mid,high,mid,mid
facebook,3227,user,NA,new,web,T13,low,8,user|NA|new|web|T13|low|low|low,0,0,1,0,2,low,low,mid,low
facebook,2674,user,NA,senior,api,T13,very_high,138,user|NA|senior|api|T13|very_high|low|high,5,6,0,3,3,low,high,low,high
facebook,3032,user,AF,veteran,mobile,T07,mid,42,user|AF|veteran|mobile|T07|mid|mid|mid,8,2,1,0,1,mid,mid,mid,low
facebook,3352,user,APAC,new,mobile,T02,mid,24,user|APAC|new|mobile|T02|mid|low|low,2,0,1,2,1,low,low,mid,mid
facebook,3188,user,NA,new,api,T12,high,100,user|NA|new|api|T12|high|low|low,0,0,0,0,1,low,low,low,low
facebook,3337,user,APAC,veteran,mobile,T14,mid,46,user|APAC|veteran|mobile|T14|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,3356,user,NA,new,web,T02,mid,38,user|NA|new|web|T02|mid|low|low,4,0,0,0,1,low,low,low,low
facebook,3166,user,EU,veteran,web,T07,high,74,user|EU|veteran|web|T07|high|low|low,4,0,1,0,2,low,low,mid,low
facebook,3312,user,AF,senior,api,T07,mid,32,user|AF|senior|api|T07|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3160,user,LATAM,veteran,web,T08,high,58,user|LATAM|veteran|web|T08|high|low|low,0,0,0,0,2,low,low,low,low
facebook,2993,user,APAC,veteran,api,T06,high,110,user|APAC|veteran|api|T06|high|low|mid,4,3,1,0,2,low,mid,mid,low
facebook,2806,user,AF,veteran,web,T00,high,98,user|AF|veteran|web|T00|high|low|low,0,0,0,0,2,low,low,low,low
facebook,3213,user,ME,mid,web,T03,high,70,user|ME|mid|web|T03|high|low|mid,4,3,1,0,3,low,mid,mid,low
facebook,2770,user,AF,mid,web,T12,high,80,user|AF|mid|web|T12|high|low|low,5,0,0,0,1,low,low,low,low
facebook,2848,user,OC,senior,mobile,T06,mid,40,user|OC|senior|mobile|T06|mid|mid|low,9,0,0,0,1,mid,low,low,low
facebook,3004,user,AF,mid,mobile,T08,high,104,user|AF|mid|mobile|T08|high|low|low,5,0,0,0,2,low,low,low,low
facebook,3300,user,LATAM,senior,mobile,T02,mid,34,user|LATAM|senior|mobile|T02|mid|mid|low,8,0,0,0,1,mid,low,low,low
facebook,3059,user,APAC,veteran,mobile,T05,low,8,user|APAC|veteran|mobile|T05|low|low|low,5,0,1,0,2,low,low,mid,low
facebook,2969,user,NA,new,mobile,T08,very_high,140,user|NA|new|mobile|T08|very_high|low|high,5,7,0,2,1,low,high,low,mid
facebook,3135,user,SA,new,api,T07,high,68,user|SA|new|api|T07|high|low|low,5,0,1,0,1,low,low,mid,low
facebook,3146,user,ME,new,web,T02,very_high,120,user|ME|new|web|T02|very_high|mid|high,8,6,1,3,2,mid,high,mid,high
facebook,2862,user,AF,mid,api,T11,very_high,140,user|AF|mid|api|T11|very_high|mid|mid,6,1,0,0,1,mid,mid,low,low
facebook,3070,user,AF,new,mobile,T11,very_high,122,user|AF|new|mobile|T11|very_high|low|low,5,0,0,0,2,low,low,low,low
facebook,2915,user,ME,mid,mobile,T09,very_high,180,user|ME|mid|mobile|T09|very_high|mid|mid,8,1,0,0,1,mid,mid,low,low
facebook,3180,user,ME,veteran,api,T11,low,14,user|ME|veteran|api|T11|low|low|low,0,0,0,0,3,low,low,low,low
facebook,2732,user,LATAM,senior,web,T06,low,14,user|LATAM|senior|web|T06|low|low|low,1,0,0,0,2,low,low,low,low
facebook,3365,user,APAC,senior,mobile,T15,high,90,user|APAC|senior|mobile|T15|high|low|mid,5,1,0,0,1,low,mid,low,low
facebook,3400,user,LATAM,mid,api,T09,high,68,user|LATAM|mid|api|T09|high|low|mid,5,2,1,0,2,low,mid,mid,low
facebook,2819,user,APAC,senior,api,T05,mid,46,user|APAC|senior|api|T05|mid|low|mid,5,3,1,0,1,low,mid,mid,low
facebook,3309,user,LATAM,senior,web,T14,mid,34,user|LATAM|senior|web|T14|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,2879,user,EU,mid,mobile,T07,mid,30,user|EU|mid|mobile|T07|mid|low|low,4,0,1,0,0,low,low,mid,low
facebook,3418,user,LATAM,veteran,web,T10,low,18,user|LATAM|veteran|web|T10|low|low|low,2,0,0,0,2,low,low,low,low
facebook,2967,user,OC,new,web,T06,mid,42,user|OC|new|web|T06|mid|low|mid,4,1,1,0,2,low,mid,mid,low
facebook,3092,user,NA,mid,mobile,T19,low,20,user|NA|mid|mobile|T19|low|low|low,5,0,1,0,1,low,low,mid,low
facebook,2673,user,EU,new,api,T11,high,56,user|EU|new|api|T11|high|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2785,user,SA,mid,web,T03,high,86,user|SA|mid|web|T03|high|low|low,0,0,0,0,1,low,low,low,low
facebook,3027,user,AF,senior,web,T02,very_high,130,user|AF|senior|web|T02|very_high|low|low,0,0,1,0,1,low,low,mid,low
facebook,3171,user,OC,veteran,mobile,T05,mid,36,user|OC|veteran|mobile|T05|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,2841,user,LATAM,mid,web,T17,high,60,user|LATAM|mid|web|T17|high|low|mid,5,2,0,1,1,low,mid,low,mid
facebook,2962,user,OC,mid,mobile,T19,mid,36,user|OC|mid|mobile|T19|mid|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2934,user,OC,veteran,api,T14,mid,38,user|OC|veteran|api|T14|mid|mid|mid,6,2,1,0,2,mid,mid,mid,low
facebook,3023,user,APAC,veteran,mobile,T14,high,68,user|APAC|veteran|mobile|T14|high|low|low,5,0,0,0,1,low,low,low,low
facebook,3433,user,AF,senior,api,T13,very_high,128,user|AF|senior|api|T13|very_high|low|low,2,0,0,0,1,low,low,low,low
facebook,3195,user,ME,mid,api,T10,very_high,142,user|ME|mid|api|T10|very_high|low|mid,5,3,1,2,1,low,mid,mid,mid
facebook,2816,user,NA,veteran,web,T11,low,20,user|NA|veteran|web|T11|low|low|low,0,0,0,1,1,low,low,low,mid
facebook,3220,user,NA,veteran,mobile,T18,high,106,user|NA|veteran|mobile|T18|high|low|low,2,0,1,0,2,low,low,mid,low
facebook,2974,user,OC,mid,api,T17,very_high,116,user|OC|mid|api|T17|very_high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,3228,user,ME,senior,mobile,T03,high,70,user|ME|senior|mobile|T03|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2735,user,EU,mid,api,T13,mid,36,user|EU|mid|api|T13|mid|low|low,0,0,0,0,0,low,low,low,low
facebook,2709,user,LATAM,mid,web,T14,low,22,user|LATAM|mid|web|T14|low|low|low,4,0,1,0,1,low,low,mid,low
facebook,3002,user,ME,veteran,mobile,T05,very_high,142,user|ME|veteran|mobile|T05|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,2965,user,ME,senior,api,T09,mid,32,user|ME|senior|api|T09|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,3390,user,SA,veteran,mobile,T13,mid,48,user|SA|veteran|mobile|T13|mid|low|low,4,0,0,0,1,low,low,low,low
facebook,3084,user,SA,mid,api,T00,very_high,150,user|SA|mid|api|T00|very_high|mid|mid,6,2,1,0,2,mid,mid,mid,low
facebook,3245,user,APAC,veteran,web,T13,mid,26,user|APAC|veteran|web|T13|mid|low|low,0,0,0,0,1,low,low,low,low
